network_type,canonical_name,dominant_plotline,plotline_count,episode_count,betweenness_full,weighted_degree_full,betweenness_removed,weighted_degree_removed,betweenness_change,community_full,community_removed,community_shifted,cross_scale_community_shift,betweenness_norm,plotline_norm,bridge_score
fine,Fritz (Pig-Hero assistant),slothrop_zone_quest,1,1,0.0,14.12,0.0,2.3946666666666667,0.0,1,6,True,True,0.0,0.1111111111111111,0.2833333333333333
fine,Sandra,late_zone_afterlives,1,2,0.0,12.553333333333333,0.0,12.553333333333331,0.0,1,4,True,True,0.0,0.1111111111111111,0.2833333333333333
fine,Chu Piang,tchitcherine_zone_line,1,1,0.0,11.894666666666666,0.0,11.894666666666666,0.0,1,4,True,True,0.0,0.1111111111111111,0.2833333333333333
fine,Austin Quoad,slothrop_london_transition,1,1,0.0,7.922000000000001,0.0,5.214,0.0,5,8,True,True,0.0,0.1111111111111111,0.2833333333333333
fine,Lord Blatherard Osmo,pirate_opening_london,1,1,0.0,5.397333333333333,0.0,5.397333333333333,0.0,2,5,True,True,0.0,0.1111111111111111,0.2833333333333333
fine,Walter Asch,counterforce_science_london,1,1,0.0,5.227333333333333,0.0,5.227333333333333,0.0,4,6,True,True,0.0,0.1111111111111111,0.2833333333333333
fine,Catherine (Slothrop girl),counterforce_science_london,1,1,0.0,4.972666666666667,0.0,4.773333333333333,0.0,5,8,True,True,0.0,0.1111111111111111,0.2833333333333333
fine,Sheila,rocket_system_backstory,1,1,0.0,4.943333333333333,0.0,4.943333333333333,0.0,9,5,True,True,0.0,0.1111111111111111,0.2833333333333333
fine,Floyd Perdoo,counterforce_science_london,1,1,0.0,3.254,0.0,1.4046666666666665,0.0,5,8,True,True,0.0,0.1111111111111111,0.2833333333333333
fine,Walter (Sachsa party guest),slothrop_london_transition,1,1,0.0,1.6426666666666665,0.0,1.6426666666666665,0.0,4,6,True,True,0.0,0.1111111111111111,0.2833333333333333
fine,Mindy Bloth,rocket_endgame,1,1,0.0,0.0,0.0,0.0,0.0,10,11,True,True,0.0,0.1111111111111111,0.2833333333333333
fine,Gustav,slothrop_zone_quest,3,5,0.0153827519379844,74.058,0.01513287401574803,51.86,-0.00024987792223636965,1,3,True,False,0.048846153846153546,0.3333333333333333,0.2719807692307691
fine,Jessica Swanlake,counterforce_science_london,3,11,0.0151405038759689,415.9793333333332,0.014886811023622047,405.28466666666657,-0.0002536928523468526,2,1,True,False,0.04807692307692279,0.3333333333333333,0.27163461538461525
fine,Frau Gnahb,slothrop_zone_quest,3,5,0.0,194.1573333333333,0.0,132.90066666666664,0.0,1,3,True,False,0.0,0.3333333333333333,0.25
fine,Jerome / Jeremy,late_zone_afterlives,3,7,0.0,178.37199999999996,0.0,176.7013333333333,0.0,2,1,True,False,0.0,0.3333333333333333,0.25
fine,Stephen Dodson-Truck,slothrop_london_transition,3,6,0.0,168.92533333333333,0.029773622047244094,93.97066666666667,0.029773622047244094,2,5,True,False,0.0,0.3333333333333333,0.25
fine,Ernest Pudding,counterforce_science_london,3,10,0.0,147.02066666666667,0.0,141.078,0.0,2,1,True,False,0.0,0.3333333333333333,0.25
fine,Clive Mossmoon,counterforce_science_london,3,8,0.0,103.318,0.0,97.618,0.0,2,1,True,False,0.0,0.3333333333333333,0.25
fine,Procalowski,schwarzkommando_zone_line,3,3,0.0,49.52133333333333,0.0,39.14399999999999,0.0,1,3,True,False,0.0,0.3333333333333333,0.25
fine,Pavel,schwarzkommando_zone_line,3,4,0.0,39.16666666666666,0.0,38.43066666666666,0.0,3,4,True,False,0.0,0.3333333333333333,0.25
fine,William Slothrop,slothrop_zone_quest,3,4,0.0,22.442,0.0,6.559333333333333,0.0,1,5,True,False,0.0,0.3333333333333333,0.25
fine,Graciela Imago Portales,rocket_system_backstory,3,3,0.0,20.386,0.0,19.412000000000003,0.0,1,3,True,False,0.0,0.3333333333333333,0.25
fine,Otto,slothrop_zone_quest,2,3,0.0146560077519379,338.2073333333333,0.015378937007874016,217.9273333333333,0.0007229292559361167,1,3,True,False,0.04653846153846128,0.2222222222222222,0.23760897435897424
fine,Emil Säure Bummer,slothrop_zone_quest,2,11,0.0123546511627906,85.22266666666667,0.00012303149606299212,50.94733333333333,-0.012231619666727608,1,3,True,False,0.039230769230768923,0.2222222222222222,0.2343205128205127
fine,Dr. Kevin Spectro,counterforce_science_london,1,4,0.0299176356589147,102.21733333333331,0.02891240157480315,92.148,-0.0010052340841115483,2,1,True,False,0.09499999999999992,0.1111111111111111,0.2260833333333333
fine,Milton Gloaming,late_zone_afterlives,2,4,0.0,122.972,0.0,111.69733333333332,0.0,2,1,True,False,0.0,0.2222222222222222,0.21666666666666667
fine,Géza Rózsavölgyi,late_zone_afterlives,2,5,0.0,74.46333333333335,0.0,67.44933333333334,0.0,2,1,True,False,0.0,0.2222222222222222,0.21666666666666667
fine,Felix,slothrop_zone_quest,2,2,0.0,72.52666666666666,0.0,49.76733333333333,0.0,1,3,True,False,0.0,0.2222222222222222,0.21666666666666667
fine,Edwin Treacle,counterforce_science_london,2,5,0.0,72.39333333333333,0.0,62.443999999999996,0.0,2,1,True,False,0.0,0.2222222222222222,0.21666666666666667
fine,Thomas Gwenhidwy,counterforce_science_london,2,5,0.0,69.15266666666666,0.0,68.40066666666667,0.0,2,1,True,False,0.0,0.2222222222222222,0.21666666666666667
fine,Magda,slothrop_zone_quest,2,3,0.0,65.72266666666667,0.0,19.49266666666667,0.0,1,3,True,False,0.0,0.2222222222222222,0.21666666666666667
fine,Dr. Rollo Groast,counterforce_science_london,2,6,0.0,61.898,0.0,53.918,0.0,2,1,True,False,0.0,0.2222222222222222,0.21666666666666667
fine,Myron Grunton,counterforce_science_london,2,5,0.0,36.85866666666666,0.0,32.19466666666666,0.0,2,1,True,False,0.0,0.2222222222222222,0.21666666666666667
fine,Dr. Aaron Throwster,counterforce_science_london,2,4,0.0,30.568,0.0,28.345333333333333,0.0,2,1,True,False,0.0,0.2222222222222222,0.21666666666666667
fine,Broderick Slothrop,slothrop_zone_quest,2,5,0.0,27.796000000000003,0.0,5.247999999999999,0.0,1,7,True,False,0.0,0.2222222222222222,0.21666666666666667
fine,Penelope,slothrop_london_transition,2,2,0.0,24.892,0.0,24.892,0.0,2,1,True,False,0.0,0.2222222222222222,0.21666666666666667
fine,Joseph Ombindi,schwarzkommando_zone_line,2,4,0.0,23.07933333333333,0.0,23.07933333333333,0.0,3,4,True,False,0.0,0.2222222222222222,0.21666666666666667
fine,Malcolm / Red (Roseland shoeshine boy),slothrop_london_transition,2,2,0.0,19.51533333333333,0.0,1.4826666666666666,0.0,1,9,True,False,0.0,0.2222222222222222,0.21666666666666667
fine,Maria (Christian's sister),schwarzkommando_zone_line,2,3,0.0,18.986,0.0,18.985999999999997,0.0,3,4,True,False,0.0,0.2222222222222222,0.21666666666666667
fine,Beláustegui,rocket_system_backstory,2,2,0.0,17.618666666666666,0.0,17.618666666666666,0.0,1,3,True,False,0.0,0.2222222222222222,0.21666666666666667
fine,Dr. Porkyevitch,slothrop_london_transition,2,3,0.0,14.754,0.0,12.505333333333333,0.0,2,1,True,False,0.0,0.2222222222222222,0.21666666666666667
fine,Marjorie,slothrop_london_transition,2,2,0.0,13.265333333333333,0.0,7.018666666666667,0.0,1,5,True,False,0.0,0.2222222222222222,0.21666666666666667
fine,Bert Fibel,late_zone_afterlives,2,3,0.0,9.53,0.0,8.805333333333333,0.0,3,4,True,False,0.0,0.2222222222222222,0.21666666666666667
fine,Mitchell Prettyplace,counterforce_science_london,2,2,0.0,9.063333333333333,0.0,7.991333333333333,0.0,2,1,True,False,0.0,0.2222222222222222,0.21666666666666667
fine,Villard Dumpster,slothrop_london_transition,1,2,0.0153827519379844,18.88133333333333,0.0,7.672000000000001,-0.0153827519379844,1,5,True,False,0.048846153846153546,0.1111111111111111,0.20531410256410243
fine,Zhdaev,slothrop_zone_quest,1,2,0.0,107.08666666666664,0.0,72.25999999999999,0.0,1,3,True,False,0.0,0.1111111111111111,0.18333333333333332
fine,G. M. B. Haftung,slothrop_zone_quest,1,2,0.0,87.55533333333332,0.0,62.147999999999996,0.0,1,3,True,False,0.0,0.1111111111111111,0.18333333333333332
fine,Hilary Bounce,slothrop_london_transition,1,3,0.0,77.96399999999998,0.014763779527559055,28.088666666666665,0.014763779527559055,1,5,True,False,0.0,0.1111111111111111,0.18333333333333332
fine,Hilde,slothrop_zone_quest,1,1,0.0,63.10733333333334,0.0,48.646,0.0,1,3,True,False,0.0,0.1111111111111111,0.18333333333333332
fine,Tamara,slothrop_london_transition,1,2,0.0,55.04533333333335,0.0,22.864,0.0,1,5,True,False,0.0,0.1111111111111111,0.18333333333333332
fine,Mickey Rooney,slothrop_zone_quest,1,2,0.0,51.54533333333334,0.0,5.161333333333333,0.0,1,3,True,False,0.0,0.1111111111111111,0.18333333333333332
fine,Dennis Joint,counterforce_science_london,1,1,0.0,44.50266666666667,0.0,42.537333333333336,0.0,2,1,True,False,0.0,0.1111111111111111,0.18333333333333332
fine,Sigmund (Bad Karma companion),anubis_bad_karma_detour,1,2,0.0,38.555333333333344,0.0,33.95933333333334,0.0,1,2,True,False,0.0,0.1111111111111111,0.18333333333333332
fine,Ghislaine,slothrop_london_transition,1,2,0.0,33.43600000000001,0.0,15.488,0.0,1,5,True,False,0.0,0.1111111111111111,0.18333333333333332
fine,Michele,slothrop_london_transition,1,2,0.0,32.82533333333334,0.0,17.102,0.0,1,5,True,False,0.0,0.1111111111111111,0.18333333333333332
fine,Allen Lamplighter,counterforce_science_london,1,3,0.0,31.274,0.0,31.273999999999997,0.0,2,1,True,False,0.0,0.1111111111111111,0.18333333333333332
fine,Claire,slothrop_london_transition,1,1,0.0,25.59733333333333,0.0,25.59733333333333,0.0,2,1,True,False,0.0,0.1111111111111111,0.18333333333333332
fine,Mrs. Elizabeth Slothrop,slothrop_london_transition,1,2,0.0,25.208666666666662,0.0,21.372,0.0,2,1,True,False,0.0,0.1111111111111111,0.18333333333333332
fine,Semyavin,slothrop_london_transition,1,1,0.0,19.80933333333333,0.0,8.821333333333333,0.0,1,5,True,False,0.0,0.1111111111111111,0.18333333333333332
fine,Dromond,counterforce_science_london,1,2,0.0,19.747333333333334,0.0,19.747333333333334,0.0,2,1,True,False,0.0,0.1111111111111111,0.18333333333333332
fine,Jewel,slothrop_london_transition,1,1,0.0,19.12933333333333,0.0,6.476,0.0,1,5,True,False,0.0,0.1111111111111111,0.18333333333333332
fine,Reverend Paul de la Nuit,counterforce_science_london,1,3,0.0,19.12466666666667,0.0,16.835333333333335,0.0,2,1,True,False,0.0,0.1111111111111111,0.18333333333333332
fine,Drohne,anubis_bad_karma_detour,1,1,0.0,11.317333333333334,0.0,8.982000000000001,0.0,3,2,True,False,0.0,0.1111111111111111,0.18333333333333332
fine,Jenny (2.07 scene),slothrop_london_transition,1,1,0.0,11.066666666666666,0.013041338582677165,9.196666666666665,0.013041338582677165,1,5,True,False,0.0,0.1111111111111111,0.18333333333333332
fine,Eddie Pensiero,late_zone_afterlives,1,1,0.0,12.222,0.0,12.222,0.0,3,3,False,True,0.0,0.1111111111111111,0.13333333333333333
fine,Mario Schweitar,slothrop_london_transition,2,2,0.0,39.51866666666666,0.0,11.343999999999998,0.0,1,1,False,False,0.0,0.2222222222222222,0.06666666666666667
